Q_text,Q_Braille_Symbol,Q_answer,Q_A1,Q_A2,Q_A3,Q_A4,Q_difficulty,Q_ID,Q_stage
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,you,N/A,we,1,533,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,we,me,N/A,1,534,11
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,me,we,you,N/A,1,535,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,N/A,we,me,1,536,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,you,N/A,me,we,1,537,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,N/A,me,we,1,538,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,we,N/A,me,you,1,539,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,N/A,we,you,me,1,540,11
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,you,we,me,N/A,1,541,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,N/A,you,we,1,542,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,you,N/A,me,we,1,543,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,we,me,N/A,you,1,544,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,we,N/A,you,me,1,545,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,you,we,me,N/A,1,546,11
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,N/A,you,we,1,547,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,me,N/A,we,you,1,548,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,N/A,we,me,you,1,549,11
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,you,we,me,N/A,1,550,11
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,we,please,you,hello,1,551,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,me,goodbye,please,hello,1,552,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,hello,goodbye,me,please,1,553,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,please,we,goodbye,hello,1,554,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,me,hello,goodbye,1,555,12
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,me,please,goodbye,hello,1,556,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,please,me,you,goodbye,1,557,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,me,we,you,goodbye,1,558,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,hello,me,goodbye,you,1,559,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,we,goodbye,please,me,1,560,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,we,goodbye,please,1,561,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,you,me,hello,we,1,562,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,me,goodbye,we,1,563,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,goodbye,me,hello,1,564,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,hello,goodbye,we,please,1,565,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,me,we,hello,you,1,566,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,we,please,me,hello,1,567,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,we,please,goodbye,1,568,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,please,we,goodbye,hello,1,569,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,hello,me,we,you,1,570,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,goodbye,we,hello,you,1,571,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,me,goodbye,hello,we,1,572,12
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,goodbye,please,you,hello,1,573,12
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,goodbye,please,we,me,1,574,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,you,please,we,hello,1,575,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,goodbye,hello,please,me,1,576,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,me,please,goodbye,you,1,577,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,goodbye,hello,please,we,1,578,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,goodbye,please,we,1,579,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,please,goodbye,we,1,580,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,we,hello,please,you,1,581,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,me,goodbye,please,1,582,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,you,me,we,hello,1,583,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,we,goodbye,please,1,584,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,me,hello,please,1,585,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,we,you,hello,please,1,586,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,please,me,goodbye,hello,1,587,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,hello,me,you,goodbye,1,588,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,you,we,me,please,1,589,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,me,hello,we,goodbye,1,590,12
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A1,please,hello,me,goodbye,1,591,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,we,hello,please,goodbye,1,592,12
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,hello,goodbye,we,1,593,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,please,we,me,you,1,594,12
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,me,goodbye,we,1,595,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A1,goodbye,me,we,please,1,596,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,you,please,me,goodbye,1,597,12
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,we,you,goodbye,hello,1,598,12
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A2,we,hello,goodbye,me,1,599,12
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,me,please,goodbye,we,1,600,12
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,bad,please,hello,we,1,601,13
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A3,please,goodbye,bad,hello,1,602,13
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A1,close,please,goodbye,bad,1,603,13
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,deaf,me,close,bad,1,604,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,bad,please,me,we,1,605,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A1,goodbye,hello,you,we,1,606,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A1,goodbye,me,please,you,1,607,13
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,deaf,close,me,hello,1,608,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,we,please,hello,1,609,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,we,close,goodbye,me,1,610,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,close,me,deaf,goodbye,1,611,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,please,me,we,you,1,612,13
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,me,goodbye,deaf,you,1,613,13
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,deaf,we,goodbye,bad,1,614,13
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A3,bad,me,please,goodbye,1,615,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,deaf,close,hello,1,616,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,you,deaf,bad,goodbye,1,617,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,we,hello,deaf,goodbye,1,618,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A1,goodbye,hello,me,deaf,1,619,13
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,goodbye,bad,hello,we,1,620,13
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A1,deaf,close,me,you,1,621,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,deaf,hello,please,me,1,622,13
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A3,close,hello,deaf,we,1,623,13
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,me,deaf,you,bad,1,624,13
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,goodbye,we,hello,deaf,1,625,13
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A2,bad,you,deaf,goodbye,1,626,13
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,hello,me,we,close,1,627,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,bad,hello,me,you,1,628,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,hello,me,please,deaf,1,629,13
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,close,me,please,1,630,13
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A3,me,close,deaf,you,1,631,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,we,goodbye,hello,deaf,1,632,13
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A1,please,we,deaf,hello,1,633,13
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A2,we,close,deaf,please,1,634,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,me,goodbye,hello,you,1,635,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,hello,close,goodbye,me,1,636,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,bad,goodbye,me,we,1,637,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,you,deaf,close,1,638,13
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,me,close,you,we,1,639,13
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,we,you,goodbye,please,1,640,13
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,close,you,bad,deaf,1,641,13
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A3,we,please,close,you,1,642,13
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A4,bad,hello,we,close,1,643,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,you,we,deaf,1,644,13
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A3,goodbye,deaf,you,bad,1,645,13
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,deaf,hello,please,1,646,13
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A2,goodbye,hello,close,please,1,647,13
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,please,goodbye,me,bad,1,648,13
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,please,me,we,close,1,649,13
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,we,deaf,me,please,1,650,13
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,go,eat,deaf,1,651,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A3,goodbye,we,me,deaf,1,652,14
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,hello,we,goodbye,drink,1,653,14
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A4,eat,you,go,drink,1,654,14
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A2,you,eat,goodbye,please,1,655,14
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,me,goodbye,eat,hello,1,656,14
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A1,eat,close,goodbye,bad,1,657,14
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,me,please,go,eat,1,658,14
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A2,me,hello,goodbye,deaf,1,659,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,we,drink,close,me,1,660,14
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A3,goodbye,please,deaf,me,1,661,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,you,hello,we,please,1,662,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,goodbye,you,hello,1,663,14
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,close,please,you,go,1,664,14
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A2,we,hello,you,go,1,665,14
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,hello,please,you,go,1,666,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,please,me,bad,hello,1,667,14
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,bad,go,we,1,668,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,please,goodbye,drink,1,669,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,bad,we,goodbye,me,1,670,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,me,please,eat,we,1,671,14
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A2,eat,drink,go,please,1,672,14
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A2,we,hello,eat,bad,1,673,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,deaf,you,bad,1,674,14
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A4,you,drink,please,eat,1,675,14
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A3,please,close,go,hello,1,676,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,bad,we,goodbye,please,1,677,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A2,deaf,me,we,you,1,678,14
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,drink,deaf,eat,bad,1,679,14
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A3,go,bad,goodbye,close,1,680,14
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A1,deaf,you,drink,goodbye,1,681,14
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,please,eat,close,1,682,14
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,me,deaf,hello,1,683,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,drink,we,please,1,684,14
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,hello,please,close,1,685,14
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A4,please,drink,we,eat,1,686,14
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A1,please,close,me,eat,1,687,14
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,drink,eat,deaf,bad,1,688,14
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,go,bad,you,me,1,689,14
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,hello,goodbye,drink,1,690,14
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,go,we,goodbye,hello,1,691,14
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A2,drink,deaf,hello,me,1,692,14
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A4,goodbye,you,we,eat,1,693,14
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A4,hello,we,deaf,eat,1,694,14
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,please,we,goodbye,deaf,1,695,14
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,please,deaf,bad,goodbye,1,696,14
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A4,drink,hello,you,close,1,697,14
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A4,you,eat,goodbye,go,1,698,14
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A3,deaf,drink,go,we,1,699,14
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A2,me,close,bad,eat,1,700,14
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A1,deaf,bad,hurt,good,1,701,15
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A2,please,deaf,close,bad,1,702,15
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A2,deaf,please,you,good,1,703,15
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A1,eat,you,hurt,good,1,704,15
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A4,goodbye,love,hurt,bad,1,705,15
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A2,me,drink,we,close,1,706,15
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,good,we,you,drink,1,707,15
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,you,goodbye,me,hello,1,708,15
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A1,love,good,we,go,1,709,15
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A1,go,we,deaf,you,1,710,15
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A4,close,me,go,love,1,711,15
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A2,eat,bad,love,goodbye,1,712,15
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A1,me,drink,love,close,1,713,15
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,love,drink,goodbye,1,714,15
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A1,close,drink,me,bad,1,715,15
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A4,you,drink,eat,hello,1,716,15
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,drink,we,hello,close,1,717,15
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A1,drink,me,go,love,1,718,15
What word does this Braille pattern represent: '⠓⠥⠗⠞'?,⠓⠥⠗⠞,Q_A4,eat,good,deaf,hurt,1,719,15
What word does this Braille pattern represent: '⠙⠑⠁⠋'?,⠙⠑⠁⠋,Q_A4,bad,hello,good,deaf,1,720,15
What word does this Braille pattern represent: '⠉⠇⠕⠎⠑'?,⠉⠇⠕⠎⠑,Q_A3,me,we,close,eat,1,721,15
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A3,hurt,eat,love,bad,1,722,15
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A1,bad,hurt,good,eat,1,723,15
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A4,good,please,eat,you,1,724,15
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,eat,good,hello,goodbye,1,725,15
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A3,me,hello,eat,hurt,1,726,15
What word does this Braille pattern represent: '⠏⠇⠑⠁⠎⠑'?,⠏⠇⠑⠁⠎⠑,Q_A4,drink,love,me,please,1,727,15
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A3,eat,hello,drink,goodbye,1,728,15
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A3,drink,hurt,we,bad,1,729,15
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,hurt,me,goodbye,1,730,15
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A4,hurt,me,go,love,1,731,15
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A4,we,drink,close,goodbye,1,732,15
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A3,you,me,bad,please,1,733,15
What word does this Braille pattern represent: '⠃⠁⠙'?,⠃⠁⠙,Q_A3,love,we,bad,close,1,734,15
What word does this Braille pattern represent: '⠙⠗⠊⠝⠅'?,⠙⠗⠊⠝⠅,Q_A1,drink,we,bad,good,1,735,15
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,hurt,close,hello,you,1,736,15
What word does this Braille pattern represent: '⠛⠕⠕⠙⠃⠽⠑'?,⠛⠕⠕⠙⠃⠽⠑,Q_A2,go,goodbye,good,hurt,1,737,15
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A3,eat,deaf,go,hurt,1,738,15
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A2,goodbye,we,eat,you,1,739,15
What word does this Braille pattern represent: '⠍⠑'?,⠍⠑,Q_A4,bad,close,please,me,1,740,15
What word does this Braille pattern represent: '⠽⠕⠥'?,⠽⠕⠥,Q_A1,you,hurt,go,love,1,741,15
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A2,hello,good,eat,me,1,742,15
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A1,good,please,you,close,1,743,15
What word does this Braille pattern represent: '⠑⠁⠞'?,⠑⠁⠞,Q_A3,hello,close,eat,love,1,744,15
What word does this Braille pattern represent: '⠓⠑⠇⠇⠕'?,⠓⠑⠇⠇⠕,Q_A3,goodbye,you,hello,drink,1,745,15
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A4,love,hurt,hello,we,1,746,15
What word does this Braille pattern represent: '⠇⠕⠧⠑'?,⠇⠕⠧⠑,Q_A1,love,eat,deaf,bad,1,747,15
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A2,we,good,go,hello,1,748,15
What word does this Braille pattern represent: '⠛⠕⠕⠙'?,⠛⠕⠕⠙,Q_A1,good,you,close,bad,1,749,15
What word does this Braille pattern represent: '⠺⠑'?,⠺⠑,Q_A1,we,close,good,go,1,750,15
What word does this Braille pattern represent: '⠛⠕'?,⠛⠕,Q_A3,deaf,me,go,hello,1,751,16
